"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000786","nucleosome","74/7054","133/19650",2.5296753567019e-06,0.00016508079201774,0.000142467773104191,"MEAF6/H3-3A/H3C13/H2AC20/H2AC21/H3C15/H2BC21/H4C14/H3C14/H2BC26/CENPA/H1-8/H1-10/H2AZ1/SLF1/H1-1/H3C1/H4C1/H3C2/H2AC4/H2BC3/H3C3/H1-2/H1-4/H2BC6/H4C4/H2AC15/H2AC16/H1-5/H3C11/H4C13/H3C12/H2AC17/H2BC17/H2AC6/H1-3/H4C6/H3C7/H2BC10/H4C3/H4C8/H3C6/H2BC14/H4C11/H4C12/H3C10/H2AC13/H2BC8/H2BC13/H2BC15/H2BC7/H2BC9/H3C8/H4C2/H4C5/H2BC5/H2BC11/H2AC11/H4C9/H2AC12/IRF4/H2AC8/ACTB/TRRAP/MORF4L2/H2BW2/KAT6A/H2AX/H4C16/TNP2/PRM2/H3-3B/TGM2/H1-0",74
"GO:0005925","focal adhesion","197/7054","422/19650",2.75609782409178e-06,0.00016508079201774,0.000142467773104191,"SLC9A1/EPHA2/BCAR3/CNN3/PIP5K1A/RHOU/RPS8/RPL5/CSRP1/PTPRC/JAK1/ACTN2/RPL22/FHL3/RPL31/FHL2/EPB41L5/IL1RL1/KLF11/RHOB/RND3/ITGA4/TM4SF20/LIMS2/XIRP2/FBLN7/RPL37A/ADAM17/TNS1/MME/CAV3/PHLDB2/LPP/SYNPO2/ANXA5/RPL9/FAT1/GAK/ADD1/PALLD/RPS3A/CTNNA1/ARHGAP26/PDGFRB/SPRY4/HSPA9/NPM1/G3BP1/RPS14/AKAP12/PTK7/HSPA1A/HSPA1B/TRIM15/RPL10A/RPS18/EZR/HMGA1/DST/GJA1/NEDD9/TES/YWHAG/HSPB1/ACTB/CAV1/GNB2/TRIP6/FLNC/ZYX/PTPN12/ARPC1B/RAC1/TNS3/FLNA/FHL1/STARD8/SHROOM4/RPS4X/DLC1/RPL30/RPL7/PABPC1/SORBS3/PRAG1/PGM5/ANXA1/RPL12/TEK/RPL7A/HSPA5/GSN/HNRNPK/ENG/RRAS2/NOX4/RPS3/RPLP2/PARVA/RHOG/CTTN/AMBRA1/RPS13/TSPAN4/CD81/ARHGAP22/VIM/PDLIM1/ITGB7/ITGA5/RAB21/TNS2/ARPC3/PCBP2/RPL6/RPLP0/PXN/LIMA1/TSPAN9/LCP1/EFNB2/TNFSF13B/FLT1/ARF6/NUMB/RPS29/EVL/FERMT2/RPLP1/KIF23/CHP1/FES/MAP2K1/RPL4/PDIA3/RPS17/CORO2B/BCAR1/MAPK3/ARMC5/TGFB1I1/ATP6V0C/RPS2/NHERF2/GRB7/TNS4/GNA13/MPRIP/ALOX15B/RPL19/ACTG1/P4HB/MRC2/GIT1/RPL38/FLII/FLOT2/JUP/ITGB4/ITGA3/RPL23/YES1/CDH2/MAPRE2/SDC4/MAPRE1/PROCR/HCK/TGM2/MISP/CNN2/PLAUR/RPS16/ICAM1/RPS15/RPL18/CNN1/RPS11/RPL13A/BSG/PIP5K1C/RPS9/NECTIN2/MAP2K2/PEAK3/RPS19/RPS5/ACTN4/TLE2/DNM2/RPL3/TRIOBP/PARVG/PACSIN2/MYH9/CDC42EP1/ITGB2",197
"GO:0042788","polysomal ribosome","24/7054","31/19650",2.84245072348426e-06,0.00016508079201774,0.000142467773104191,"RPL11/ELAVL4/RPL31/RPL32/RPL24/RPS23/BTF3/RPL10A/RPL36A/RPL39/RPL30/EIF3H/RPL7A/RPS26/RPL41/RPL6/RPS29/RPL19/RPL38/NUFIP2/RPS28/RPL18/RPL36/RPL18A",24
"GO:0098687","chromosomal region","186/7054","399/19650",5.76001519216285e-06,0.000295653480638328,0.000255154415496863,"SYCP1/GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/MEAF6/ORC1/H3-3A/PSEN2/CDC20/CENPL/H4C14/CENPF/CDCA8/SMC6/HJURP/SPC25/BUB1/RIF1/XPO1/CENPO/GPATCH11/SPDYA/SGO2/MCM6/CENPA/MSH2/SGO1/ATR/CHMP2B/WDR82/MCM2/SMC4/MAD2L1/ZNF330/NCAPG/CENPU/CENPE/CENPK/PLK2/SPDL1/CCNB1/PPP2CA/SLF1/APC/CENPQ/PKHD1/TTK/PHF10/CENPW/H4C1/H2AC4/H2BC3/H4C4/PPP1R10/H4C13/H4C6/H4C3/H4C8/H4C11/H4C12/H4C2/H4C5/H2BC11/H4C9/MCM3/H2AC8/DAXX/POT1/ACTB/ACTL6B/MAD1L1/EZH2/IKZF1/HNRNPA2B1/STAG3/ATRX/CENPI/PHF6/SUV39H1/ERCC6L/DCTN6/MTBP/DSCC1/NSMCE2/HSF1/PPP2CB/RECQL4/RAD21/MCM4/PRKDC/ESCO2/PINX1/PHF2/KIF18A/FEN1/MTA2/H2AX/ATM/NCAPD3/CDCA5/KDM4D/NUP98/CKAP5/INCENP/CHEK1/ZWINT/SUV39H2/HELLS/CDK1/DNA2/SYCP3/DYNLL1/KNTC1/PTGES3/CBX5/NCAPD2/CHD4/DCTN2/CLIP1/CDK2/ATF7/H4C16/RAD51AP1/SKA3/BRCA2/APEX1/TOX4/BAZ1A/MIS18BP1/PSEN1/RAD51/PML/BUB1B/OIP5/BLM/KNSTRN/KNL1/PIF1/SIN3A/THOC6/KAT8/TERF2IP/PLK1/FLYWCH1/CENPN/NSMCE1/TERB1/TOP2A/AURKB/H3-3B/NDEL1/SPAG5/SKA2/SMG6/BIRC5/ZNF207/MIS12/SKA1/NDC80/CHMP1B/SNAI1/DSN1/CHMP4B/PCNA/AURKA/CEBPB/KMT5C/KASH5/POLD1/CHMP2A/SPC24/NLRP2/ERCC1/XRCC6/CENPM/DMC1/SMC1B/CHEK2/SUMO3/MIS18A",186
"GO:0000793","condensed chromosome","137/7054","281/19650",5.87391021135751e-06,0.000295653480638328,0.000255154415496863,"SYCP1/GTF2B/FIRRM/NUF2/NEK2/NSL1/CENPS/KIF2C/PLK3/ITGB3BP/MEAF6/H3-3A/HORMAD1/PSEN2/MSH4/CDC20/CENPL/RCC1/CENPF/SMC6/NCAPH/HJURP/SPC25/BUB1/RIF1/XPO1/CENPO/TTN/GPATCH11/SGO2/CENPA/SGO1/CHMP2B/FANCD2/SMC4/MAD2L1/HMGB2/NCAPG/CENPU/CENPE/CENPK/PLK2/SPDL1/CCNB1/SLF1/APC/CENPQ/TTK/PHF10/CENPW/NCAPG2/ACTB/ACTL6B/MAD1L1/FKBP6/STAG3/FAM9B/FAM9A/ATRX/TEX11/CENPI/PHF6/SUV39H1/ERCC6L/DCTN6/MTBP/NSMCE2/HSF1/RAD21/PINX1/SMC2/SHOC1/PHF2/KIF18A/TEX12/H2AX/NCAPD3/NUP98/CKAP5/INCENP/CHEK1/ZWINT/MKI67/SYCP3/DYNLL1/KNTC1/CBX5/NCAPD2/DCTN2/TUBA1A/CLIP1/CDK2/CDX2/SKA3/BRCA2/C14orf39/HSPA2/RNF212B/PSEN1/CCNB1IP1/RAD51/BUB1B/BLM/KNSTRN/KNL1/SIN3A/KAT8/PLK1/CENPN/NSMCE1/TOP2A/AURKB/H3-3B/NDEL1/SPAG5/SKA2/BIRC5/ZNF207/MIS12/BRCA1/SKA1/NDC80/CHMP1B/DSN1/CHMP4B/AURKA/CEBPB/KMT5C/KASH5/BRD4/CHMP2A/SPC24/CENPM/DMC1/SMC1B/SUMO3/RSPH1",137
"GO:0044391","ribosomal subunit","96/7054","187/19650",1.03294405391639e-05,0.000487420475441795,0.000420652874588318,"RPL11/RPS8/RPS27/MRPL37/RPL5/MRPL9/RPL22/RPLP0P6/MRPL19/RPL31/MRPL35/RPS27A/RPL37A/MRPL44/RPL29/RPL39L/RPL32/RPL14/RPSA/RPL24/RPL15/MRPL1/RPL9/RPL34/RPS3A/NPM1/RPS14/RPS23/RACK1/RPL37/RPS12/MRPS10/RPL10A/RPS18/MRPS24/RPL36A/RPL10/RPL39/RPS4X/RPL30/MRPL13/RPL7/RPS20/RPL12/MRPL50/RPL7A/RPS6/MRPS2/RPS3/RPLP2/RPS25/RPL27A/RPS13/FAU/CHCHD1/MRPS16/RPS24/RPS26/RPL41/RPL6/RPLP0/RPL21/RPS29/RPL36AL/RPLP1/RPL4/RPS17/RPL13/RPS2/RSL1D1/RPL26/RPL23A/RPL19/MRPL58/RPL38/MRPL45/RPL23/RPL17/RPS16/RPL28/MRPL4/RPS15/RPS28/RPL18/RPS11/RPL13A/RPS9/UBA52/RPL36/RPL18A/RPS19/RPS5/RPL3/SNU13/MRPS6/MRPL23",96
"GO:0016324","apical plasma membrane","185/7054","402/19650",1.59902764452684e-05,0.000710156395069273,0.000612878087902238,"SLC2A5/SLC9A1/SLC26A9/USH2A/ATP1A1/CD34/KNCN/PSEN2/CRB1/ASPM/PDPN/SLC2A7/CLCA4/AQP10/CA14/IL6R/PDZK1/AHCYL1/SLC3A1/SLC4A10/ABCB11/ECRG4/SLC9A4/FN1/ABCG8/CYBRD1/LCT/KCNE4/RAB17/ATP6V1B1/PROM2/PLB1/ADAM17/PARD3B/MREG/SLC22A13/UPK1B/SI/ATP1B3/SLC2A2/P2RY1/PTH1R/LRRC15/CASR/OXTR/SLC6A20/ATP2B2/ATP6V1A/SHROOM3/SLC9B2/ABCG2/FAT1/ENPEP/RAPGEF2/ANK2/PRKG2/PLPP1/TMEM174/SLC34A1/PDGFRB/ADRB2/SHROOM1/SLC22A4/OCLN/SLC22A5/CDHR2/SLC6A19/SLC6A18/SLC36A1/OSMR/PKHD1/CNKSR3/DLL1/SLC17A4/SLC17A3/SLC44A4/SLC17A2/SLC22A7/EZR/FRMD1/GJA1/SLC22A2/SLC22A3/MFSD4B/CD36/SLC13A1/ATP6V0A4/ABCB1/TRPV5/AQP1/CLDN4/MUC17/SLC26A3/SLC6A8/SHROOM4/P2RY4/STC1/ANXA13/MAL2/ADCY8/SLC39A14/GPIHBP1/ANXA1/SAPCD2/SLC34A3/TEK/SLC5A12/STX3/SLC22A12/SLC22A18/SLC29A2/FOLR1/P2RY6/NHERF4/SLC22A8/OTOG/ANO1/MYO7A/SHANK2/MFRP/UPK2/IL10RA/SLC3A2/CBLIF/CUBN/ABCC2/PTPRO/KCNC2/MYO1A/HIP1R/SCNN1A/SLCO1A2/KCNA1/PFKM/AQP6/SLC7A1/SLC15A1/GJB6/SLC10A2/ATP12A/ATP4B/KL/ABCC4/FRMD6/SLC24A4/SLC7A8/HSP90AA1/PSEN1/CA12/SLC28A1/CIB1/SLC7A5/OTOA/SLC5A2/SLC12A3/ABCC11/NHERF2/SLC5A11/DPEP1/TMEM114/ATP1B2/SLC47A2/TMEM235/SLC13A2/CD300LG/NHERF1/CA4/SLC5A10/SLC14A2/RAB27B/SLC39A6/CDH2/ATP8B1/JAG1/KCNB1/SLC9A8/GNAS/OCEL1/CRB3/FXYD1/CEACAM1/CEACAM7/ATP4A/CEACAM20/KCNE1",185
"GO:0045121","membrane raft","137/7054","286/19650",1.8176588459796e-05,0.000762406904841442,0.000657971243076825,"SLC9A1/PLPP3/LRP8/S1PR1/CD48/SELE/NOS1AP/ITLN1/FYB2/ATP1A1/STX12/CD1A/PSEN2/PDPN/EFHD2/LCK/KCNA3/PTPRC/CHRNB2/FASLG/BCL10/CD55/CR1/NPHS2/ATP2B4/TNR/ADD2/PIKFYVE/TFPI/RHOQ/TRPM8/CAVIN2/IRS1/PROM2/ZAP70/ADAM17/RAB5A/TGFBR2/MME/GASK1A/CAV3/SCN5A/HPSE/ABCG2/TLR1/TLR6/PLPP1/CTNNA1/IL6ST/SLC6A3/PPP2CA/RGMB/TREM2/DLL1/CNR1/EZR/TNF/GJA1/CD36/CAV1/LAT2/BTK/HDAC6/GPM6B/DLC1/ADRA1A/PAG1/MAL2/ADCY8/HAS2/IKBKB/TNFRSF10A/ARC/STOM/TEK/EEIG1/ABCA1/KIF18A/SERPINH1/KCNE3/RTN4RL2/MS4A4A/SLC22A6/TPP1/MS4A1/GAB2/ASAH2/UNC5B/PI4K2A/OLR1/MYO1A/SCARB1/GLIPR1L1/TUBA1C/NOS1/TNFRSF1A/AKAP5/PSEN1/CHP1/CD19/MAPK3/ITGAM/ADGRG1/CDH15/CLN3/LAT/PLCG2/SMURF2/CAVIN1/MAPT/FLOT2/SLC39A6/CD226/CDH2/ATP5F1A/NPC1/PRNP/NTSR1/HCK/PLPP2/INSR/CD177/EHD2/ICAM1/FXYD1/LIPE/CLIP3/MYADM/GP6/LYPD4/CD79A/PRKACA/PLVAP/PACSIN2/NFAM1/KCNE1/ITGB2",137
"GO:0098857","membrane microdomain","137/7054","287/19650",2.25667848266318e-05,0.000872588214970206,0.000753059749134273,"SLC9A1/PLPP3/LRP8/S1PR1/CD48/SELE/NOS1AP/ITLN1/FYB2/ATP1A1/STX12/CD1A/PSEN2/PDPN/EFHD2/LCK/KCNA3/PTPRC/CHRNB2/FASLG/BCL10/CD55/CR1/NPHS2/ATP2B4/TNR/ADD2/PIKFYVE/TFPI/RHOQ/TRPM8/CAVIN2/IRS1/PROM2/ZAP70/ADAM17/RAB5A/TGFBR2/MME/GASK1A/CAV3/SCN5A/HPSE/ABCG2/TLR1/TLR6/PLPP1/CTNNA1/IL6ST/SLC6A3/PPP2CA/RGMB/TREM2/DLL1/CNR1/EZR/TNF/GJA1/CD36/CAV1/LAT2/BTK/HDAC6/GPM6B/DLC1/ADRA1A/PAG1/MAL2/ADCY8/HAS2/IKBKB/TNFRSF10A/ARC/STOM/TEK/EEIG1/ABCA1/KIF18A/SERPINH1/KCNE3/RTN4RL2/MS4A4A/SLC22A6/TPP1/MS4A1/GAB2/ASAH2/UNC5B/PI4K2A/OLR1/MYO1A/SCARB1/GLIPR1L1/TUBA1C/NOS1/TNFRSF1A/AKAP5/PSEN1/CHP1/CD19/MAPK3/ITGAM/ADGRG1/CDH15/CLN3/LAT/PLCG2/SMURF2/CAVIN1/MAPT/FLOT2/SLC39A6/CD226/CDH2/ATP5F1A/NPC1/PRNP/NTSR1/HCK/PLPP2/INSR/CD177/EHD2/ICAM1/FXYD1/LIPE/CLIP3/MYADM/GP6/LYPD4/CD79A/PRKACA/PLVAP/PACSIN2/NFAM1/KCNE1/ITGB2",137
"GO:0005903","brush border","60/7054","108/19650",2.31149196018598e-05,0.000872588214970206,0.000753059749134273,"ITLN1/PDZK1/ESPN/SLC3A1/MYO1B/CYBRD1/VIL1/PLB1/SI/SLC2A2/MME/DRD5/SLC7A11/MFSD10/MTTP/ABCG2/ENPEP/SLC34A1/SLC22A5/CDHR2/SLC6A19/SLC6A18/SLC17A4/SLC17A3/EZR/CD36/ATP6V0A4/ACTB/AQP1/SLC26A3/FLNA/SLC28A3/SLC34A3/RALGDS/B4GALT1/SLC22A12/FOLR1/NHERF4/USH1C/SHANK2/CUBN/EPS8/SLC38A2/MYO1A/LIMA1/SLC15A1/HSP90AA1/SLC28A2/SLC28A1/LCTL/PRKCB/GNA13/FLII/NHERF1/DCXR/CA4/MYL12B/RGS19/MYH9/TMPRSS15",60
"GO:0070821","tertiary granule membrane","43/7054","72/19650",3.20075420209655e-05,0.00107282882026811,0.000925871090618277,"PTAFR/CD53/FCER1G/NRAS/KCNAB2/SLC11A1/CYSTM1/CLEC5A/FRMPD3/CYBB/STOM/RAB14/TSPAN14/OLR1/CLEC4D/DYNLL1/PTPRB/CLEC4C/CLEC12A/SLC2A3/ATP8B4/CHRNB4/ITGAM/ITGAX/ATP6V0C/CYBA/GAA/SIRPA/SNAP25/CD177/FPR2/CEACAM1/CEACAM8/LILRB2/CD33/TARM1/LAIR1/MCEMP1/SIGLEC14/FCAR/SIGLEC5/TRPM2/ITGB2",43
"GO:0005840","ribosome","115/7054","236/19650",3.25664480962559e-05,0.00107282882026811,0.000925871090618277,"RPL11/ELAVL4/RPS8/RPS27/MRPL37/RPL5/MRPL9/RPL22/RPLP0P6/MRPL19/RPL31/MRPL35/EIF2AK2/RPS27A/RPL37A/MRPL44/RPL29/RPL39L/RPL32/RPL14/RPSA/APOD/RPL24/RPL15/MRPL1/RPL9/RPL34/RPS3A/PELO/NPM1/RPS14/RPS23/RACK1/BTF3/RPL37/ETF1/ASCC3/RPS12/MRPS10/EEF1A1/RPL10A/RPS18/MRPS24/RPL36A/RPL10/RPL39/RPS4X/RPL30/MRPL13/RPL7/RPS20/EIF3H/LZTS1-AS1/RPL12/MRPL50/RPL7A/RPS6/MRPS2/RPS3/RPLP2/RPS25/RPL27A/RPS13/FAU/SF1/HSPA14/CHCHD1/MRPS16/RPS24/RPS26/RPL41/RNF10/RPL6/RPLP0/RPL21/RPL13AP3/RPS6KL1/APEX1/RPS29/RPL36AL/RPLP1/RPL4/RPS17/RPL13/RPS2/ZNF598/RSL1D1/GSPT1/RPL26/RPL23A/RPL19/MRPL58/RPL38/NUFIP2/MRPL45/RPL23/RPL17/RPS16/RPL28/MRPL4/RPS15/RPS28/RPL18/RPS11/RPL13A/RPS9/UBA52/RPL36/RPL18A/RPS19/RPS5/RPL3/SNU13/MRPS6/MRPL23",115
